GTNum,GTStn,CastType,Pump,StationType,CastNumber,Eventnumber,Latitudedegrees_north,Longitudedegrees_east,Bottomdepthm,DateatMidcastGMTyyyymmdd,TimeGMTatmidcasthhmm,TargetGTDepthm,CorrectedMeanDepthm,stddevDepthm,GP15featuredescription,VolumeQMAL,VolumeSuporL,VolumeFinalL,PumpError,overallpumpnotes,Qpprocessingnotes,Qprocessingnotes,Spprocessingnotes,Sprocessingnotes,Sr_SPT_pM,Y_SPT_pM,Mo_SPT_pM,Rh103LR_pM,Ag_SPT_pM,Cd_SPT_pM,In115LR_pM,Ba_SPT_pM,La_SPT_pM,Ce_SPT_pM,Pr_SPT_pM,Nd143_SPT_pM,Nd146_SPT_pM,Sm147_SPT_pM,Sm149_SPT_pM,Eu151_SPT_pM,Eu153_SPT_pM,Gd157_SPT_pM,Tb_SPT_pM,Gd160_SPT_pM,Dy_SPT_pM,Dy_SPT_pM1,Ho_SPT_pM,Er166_SPT_pM,Er167_SPT_pM,Tm_SPT_pM,Yb172_SPT_pM,Yb174_SPT_pM,Lu_SPT_pM,Pb_SPT_pM,Th_SPT_pM,U_SPT_pM,Al_SPT_pM,P_SPT_pM,Sc_SPT_pM,Ti_SPT_pM,V_SPT_pM,Cr_SPT_pM,Mn_SPT_pM,Fe_SPT_pM,Co_SPT_pM,Ni_SPT_pM,Cu_SPT_pM,Zn_SPT_pM,POC_SPT_uM,PN_SPT_uM,POC_LPT_uM,PN_LPT_uM,PIC_SPT_nM,PIC_LPT_nM,bSi_SPT_nM,bSi_LPT_nM,POC_13_12_SPT_permill,N_15_14_SPT_permil,POC_13_12_LPT_permil,N_15_14_LPT_permil,Sr_LPT_pM,Y_LPT_pM,Mo_LPT_pM,Rh103LR_pM1,Ag_LPT_pM,Cd_LPT_pM,In115LR_pM1,Ba_LPT_pM,La_LPT_pM,Ce_LPT_pM,Pr_LPT_pM,Nd143_LPT_pM,Nd146_LPT_pM,Sm147_LPT_pM,Sm149_LPT_pM,Eu151_LPT_pM,Eu153_LPT_pM,Gd157_LPT_pM,Tb_LPT_pM,Gd160_LPT_pM,Dy_LPT_pM,Dy_LPT_pM1,Ho_LPT_pM,Er166_LPT_pM,Er167_LPT_pM,Tm_LPT_pM,Yb172_LPT_pM,Yb174_LPT_pM,Lu_LPT_pM,Pb_LPT_pM,Th_LPT_pM,U_LPT_pM,Al_LPT_pM,P_LPT_pM,Sc_LPT_pM,Ti_LPT_pM,V_LPT_pM,Cr_LPT_pM,Mn_LPT_pM,Fe56_LPT_pM,Fe57_LPT_pM,Co_LPT_pM,Ni_LPT_pM,Cu_LPT_pM,Zn_LPT_pM,Al_SPT_pM_noneg,Al_LPT_pM_noneg,POM_SPT_ugL,POM_LPT_ugL,CaCO3_SPT_ugL,CaCO3_LPT_ugL,opal_SPT_ugL,opal_LPT_ugL,litho_SPT_ugL,litho_LPT_ugL,FeOH3_SPT_ugL,FeOH3_LPT_ugL,MnO2_SPT_ugL,MnO2_LPT_ugL,SPM_SPT_ugL,SPM_LPT_ugL,fPOM_SPT,fCaCO3_SPT,fopal_SPT,flitho_SPT,fFeOH3_SPT,fMnO2_SPT,fPOM_LPT,fCaCO3_LPT,fopal_LPT,flitho_LPT,fFeOH3_LPT,fMnO2_LPT,CP_SPT_molmol,CP_LPT_molmol,NP_SPT_molmol,NP_LPT_molmol,CN_SPT_molmol,CN_LPT_molmol,CdP_SPT_mmolmol,CdP_LPT_mmolmol,ZnP_SPT_mmolmol,ZnP_LPT_mmolmol,ZnP_SPT_molmol,ZnP_LPT_molmol,CdP_SPT_molmol,CdP_LPT_molmol
13481,14,M,5,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,1000,1000.6,0.7486,NO3 max; O2 min=960m,1104.5,417.2,1527.8,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,6,6,0
13480,14,M,6,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,800,799.1,0.7486,0,1184,447.2,1635.8,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,1,1,1,1,1,1,1,6,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,6,6,0,0
13479,14,M,7,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,600,599.1,0.7486,calcite saturation = 1,1155,430.1,1588.9,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,0,0
13478,14,M,8,2,8,6691,32,-152,5263,10/14/18 6:10,10/14/18 6:10,500,500.1,0.7486,intercalibration sample to distribute,1243.3,455.4,1724.6,,,,Subsampled as a shallow cast,,Subsampled as a shallow cast,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,6,1,1,1,1,NaN,NaN,1,6,1,1,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,9,1,1,1,1,1,NaN,NaN,9,1,9,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,1,0,6,0,0
13506,14,D,1,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,5205,5204.814,0.4273,bottom-40,1079.2,370.4,1509.1,,,,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,6,6,6,2,6,1,1,1,1,6,6,2,4,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,2,3,6,3,3,1,1,1,1,3,6,3,6
13505,14,D,2,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,5165,5165.7,0.4273,bottom-80,681.9,230.3,920.6,,,Forgot to take photo of whole filter; photo of subsampled filter instead,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,6,6,6,6,6,1,1,1,1,6,6,6,4,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,3,3,3,3
13504,14,D,3,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,5085,5082.4,0.4273,bottom-160,994.2,354.2,1352.2,,,,Q has dark specks (N= 3-4),,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,6,1,6,6,6,2,2,1,1,1,1,6,6,2,4,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,2,3,2,3,2,1,1,1,1,3,0,3,0
13503,14,D,4,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,4500,4495.8,0.4273,particle min,1117.3,361.3,1509.7,,,,Q has dark specks,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,6,6,6,2,2,1,1,1,1,6,6,2,4,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,2,3,2,3,2,1,1,1,1,3,6,3,6
13502,14,D,5,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,3500,3495.9,0.4273,0,1131.4,412.9,1557.4,,,pTM- lint on screen- not rinsed onto Supor; Pa/Th: residue of zooplankton,,,,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,6,1,1,1,6,1,6,6,6,2,6,1,1,1,1,6,6,2,4,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,6,1,6,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,3,3,3,3
13501,14,D,6,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,2750,2745.9,0.4273,0,1074.2,397.2,1478,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,6,1,1,1,6,1,6,6,6,2,6,1,1,1,1,6,6,2,4,1,1,1,6,6,6,6,1,1,1,1,1,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,2,3,6,3,3,1,1,1,1,3,6,3,6
13500,14,D,7,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,2300,2295.9,0.4273,He max,1041.7,377.5,1433.3,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,6,6,6,2,2,1,1,1,1,6,6,2,4,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,1,1,1,1,6,1,6,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,1,1,1,1,3,3,3,3
13499,14,D,8,2,11,6693,32,-152,5255,10/14/18 20:30,10/14/18 20:30,1900,1893.9,0.4273,intercalibration sample to distribute; He max,1223.7,416.7,1673.5,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,6,2,2,1,1,NaN,NaN,1,6,2,4,6,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,1,1,1,1,6,1,6,9,6,1,2,1,1,NaN,NaN,9,6,9,1,9,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,6,2,3,2,1,1,1,1,0,6,0,6
13618,16,S,1,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,850,848.8,0.848,O2 min,1164.3,456,1689.1,,,one large agg went to XRF; one long zooplankton went to Pa/Th,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,2,2,1,1,1,1,1,1,2,4,6,1,1,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,6,1,1,6,1,6,1,6,1,6,1,1,6,1,6,6,1,6,1,1,1,6,1,2,1,1,1,1,1,6,1,6,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,6,0,0,6
13617,16,S,2,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,525,518.8,0.848,shallow He max,1123.9,450.6,1573.7,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,2,2,1,1,1,1,1,1,2,4,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,6,6,0,0
13616,16,S,3,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,300,294.3,0.848,0,1092.5,460.4,1550.3,,,,,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,2,2,1,1,1,1,1,6,2,4,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,6,3,1,6,1,1,1,1,6,1,1,1,6,1,2,1,1,1,1,1,6,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,6,2,3,2,1,1,1,1,6,0,0,0
13615,16,S,4,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,200,194.8,0.848,in particle bulge,1095.6,435.4,1542.4,,,A corner of blank space; most blank space to Pa/Th,,A corner of blank space,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,6,6,1,6,1,1,1,6,1,1,2,2,1,1,1,1,1,1,2,4,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,1,1,1,1,1,1,1,6,6,1,2,1,1,1,1,6,6,6,1,1,1,1,2,1,1,1,6,6,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,6,0,0,0
13614,16,S,5,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,150,146.9,0.848,0,1150,549.5,1708.7,,,A corner of blank space; most blank space to Pa/Th,,A corner of blank space,,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,4,1,1,1,6,6,1,6,1,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,6,1,1,6,1,6,6,6,1,1,1,1,6,1,2,1,1,1,1,1,6,1,6,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,0,0,0,0
13613,16,S,6,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,110,106.3,0.848,DCM (failed pump),21.6,8,28.5,stopped by user after 4 min,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4
13612,16,S,7,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,65,60.1,0.848,particle max,862.4,360,1240.8,,,XRF got one milky blob,,,,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,6,1,6,1,6,1,1,1,6,1,1,2,2,1,2,1,1,1,1,2,4,1,1,1,6,6,1,6,1,6,6,1,6,6,6,6,6,6,6,6,6,1,1,1,1,6,6,1,1,6,1,6,1,6,1,6,1,6,6,1,6,6,6,6,1,6,1,6,1,2,1,2,1,1,1,6,6,6,1,1,1,2,1,1,1,1,6,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,6,6,0,0
13611,16,S,8,1,4,6706,27,-152,5382,10/16/18 21:34,10/16/18 21:34,30,26.9,0.848,ML,800.3,337.6,1129.6,,,,,8Sp: picked off a swimmer,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,1,6,6,6,6,1,6,1,1,1,6,1,1,2,2,1,1,1,1,1,1,2,4,1,1,1,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,1,6,1,6,1,1,6,1,1,1,6,6,1,6,6,6,1,2,1,1,1,1,6,6,6,1,1,1,1,2,1,1,1,6,6,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,6,6,0,0
13703,16,D,1,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,5325,5321.1,0.5912,bottom-40,1072,399.9,1540.3,,,Pa/Th got a tight cluster of particles that are densely packed,,,,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,1,1,6,6,2,2,1,1,1,1,6,6,2,4,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,2,3,2,3,2,1,1,1,1,3,0,3,6
13702,16,D,2,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,5285,5281.3,0.5912,bottom-80,1103.1,410.2,1525.4,,,,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,4,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,3,6,3,6,3,3,1,1,1,1,3,6,3,6
13701,16,D,3,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,5205,5198.5,0.5912,bottom-160,954.2,347,1303.8,,,,some specks,,some specks,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,6,6,6,6,6,1,1,1,1,6,6,6,4,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,6,1,1,1,1,6,1,6,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,3,3,3,3
13700,16,D,4,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,4000,3992.3,0.5912,clear water min,234.7,225.1,465.4,stopped by user after 33 min; flow rate 7.37L/min at end,,4 Qp subsampled as usual,4 Q subsampled as usual,4Sp subsampled (P over 2nd Q) as Sp,"No S - Q loaded instead of S. So two Qs at this depth; cleaned C, D plates thoroughly to get rid of QMA specks; 4S (QMA) subsampled as a duplicate Q; 2nd 2 mL cyrovial for protein, labelled GT13700Q2; no second Hg vials",9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,2,2,6,1,9,1,6,6,2,4,6,6,6,6,6,6,6,1,6,6,1,6,6,1,1,6,6,6,1,1,1,1,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,1,3,9,6,6,2,6,1,9,1,9,6,9,6,9,1,1,2,6,6,1,1,1,1,2,2,2,2,2,2,6,3,6,3,3,2,1,1,1,1,0,3,0,3
13699,16,D,5,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,3000,2990.3,0.5912,0,1095.9,424.7,1531.5,,,,,,5s: some specks,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,6,6,6,1,1,1,1,6,6,6,4,1,1,6,6,6,6,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,1,1,6,1,1,1,1,6,1,1,1,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,3,6,3,3,3,1,1,1,1,0,3,6,3
13698,16,D,6,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,2250,2240.3,0.5912,"high Si, low 14C, shallow He max",1067.7,481.5,1465.1,,,,,,,1,1,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,3,1,6,6,2,1,1,1,1,1,6,6,4,1,1,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,3,6,3,3,2,1,1,1,1,3,3,6,3
13697,16,D,7,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,1250,1239.3,0.5912,0,1007.3,370.6,1385.5,,,Note Qp pTM rinsed after P8 DCM -> might be some carryovers,,,,6,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,1,1,6,1,1,1,1,1,6,6,6,2,2,1,1,1,1,6,6,2,4,1,1,6,6,6,1,6,1,1,1,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,6,1,1,1,1,6,1,6,1,1,6,2,1,1,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,2,2,2,2,2,2,3,2,3,2,3,2,1,1,1,1,3,6,3,0
13696,16,D,8,1,8,6725,27,-152,5374,10/17/18 13:45,10/17/18 13:45,110,98.3,0.5912,DCM redo,1030.4,505.3,1566,,,,DCM redo since failed pump here on shallow cast - very green,,,6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,6,1,6,1,6,1,1,1,6,4,4,2,2,1,1,1,1,4,4,2,4,1,1,1,6,6,1,6,1,1,6,1,1,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,6,1,6,1,6,1,1,6,1,1,1,1,1,1,1,6,6,4,2,1,1,1,1,6,6,6,1,1,1,4,2,4,4,4,4,4,4,2,2,2,2,2,2,4,2,4,2,4,2,1,1,1,1,6,0,0,0
13768,18,S,1,1,4,6746,22,-152,5205,10/18/18 13:24,10/18/18 13:24,1000,1000.6,0.5738,0,1179.7,439.4,1690,,,,,,"Supor went directly onto the surface of light box (unleached), but took it away from it at once",6,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,6,2,2,1,1,1,1,1,6,2,4,1,6,1,6,1,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,6,2,3,2,1,1,1,1,6,6,0,6
13767,18,S,2,1,4,6746,22,-152,5205,10/18/18 13:24,10/18/18 13:24,700,696.2,0.5738,O2 min,1179.6,465.2,1644.7,,,Qp: really long filamentous plankton? fecal matter? Give fecal pellet to XRF,,,,1,1,6,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,2,2,1,1,1,1,1,1,2,4,1,6,1,6,6,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,6,6,0,0
13766,18,S,3,1,4,6746,22,-152,5205,10/18/18 13:24,10/18/18 13:24,450,444.6,0.5738,shallow He max,1107.9,445.6,1549.6,,,Qp: another clear zooplankton; Picked off zooplankton,3Q: CPC insert changed,,,6,1,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,4,1,6,1,6,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,0,0,0,0
